sentences,label
"Don’t post advertisements, link to spammy websites, or otherwise vandalize the Community",0
"This Community is meant for GitHub users to discuss projects, learn, and share ideas with one another - not for advertising or other spam-like content",0
Content that we deem spammy will be removed,0
Copyrighted or illegal content,0
Only post your own stuff,0
You are responsible for what you post,0
"If you post something you didn’t create yourself, you must have the right to post it",0
"You may not post illegal content, including content illegal under copyright and trademark laws, links to illegal content, or methods for circumventing the law",0
Active malware or exploits,0
Being part of this Community includes not taking advantage of other members of the Community,0
We do not allow anyone to use our platform for exploit delivery (e,0
g,0
Using the Community as a means to deliver malicious executables) or as attack infrastructure (e,0
g,0
Organizing denial of service attacks or managing command and control servers),0
"Note, however, that we do not prohibit the posting of source code which could be used to develop malware or exploits, as the publication and distribution of such source code has educational value and provides a net benefit to the security community",0
Anyone under the age of 13,0
"If you're a child under the age of 13, you may not have an account on the GitHub Community Forum (or GitHub itself)",0
GitHub does not knowingly collect information from or direct any of our content specifically to children under 13,0
"If we learn or have reason to suspect that you are a user who is under the age of 13, we will unfortunately have to close both your GitHub Community Forum and GitHub",0
com accounts,0
"We don't want to discourage you from learning to code, but those are the rules",0
Please see our Terms of Service for information about account termination,0
Other conduct which could reasonably be considered inappropriate in a professional setting,0
The GitHub Community Forum is a professional space and should be treated as such,0
"EnforcementWhat GitHub Community Forum Members Can DoIf you see a problem, report it",0
Moderators have special authority; they are responsible for this Community,0
But so are you,0
"With your help, moderators can be Community facilitators, not just janitors or police",0
"When you see bad behavior, don’t reply",0
"It encourages the bad behavior by acknowledging it, consumes your energy, and wastes everyone’s time",0
"Just report it via ""Report Inappropriate Content"" in the Option Menu",0
"If enough reports accrue, action will be taken, either automatically or by moderator intervention",0
Our ResponsibilitiesThere are a variety of actions that we may take in response to inappropriate behavior or content,0
It usually depends on the exact circumstances of a particular case,0
We recognize that sometimes people may say or do inappropriate things for any number of reasons,0
Perhaps they did not realize how their words would be perceived,0
Or maybe they just let their emotions get the best of them,0
"Of course, sometimes, there are folks who just want to spam or cause trouble",0
"Each case requires a different approach, and we try to tailor our response to meet the needs of the situation",0
We'll review each situation on a case-by-case basis,0
"In each case, we will have a diverse team investigate the content and surrounding facts and respond as appropriate, using this Code of Conduct to guide our decision",0
"Actions we may take in response to a flag or abuse report include, but are not limited to:Content RemovalContent BlockingCommunity Forum Account SuspensionCommunity Forum Account TerminationCommunity Forum moderators who do not follow or enforce the Code of Conduct in good faith may face temporary or permanent repercussions as determined by other members of the Community Forum’s leadership",0
"Contacting GitHub StaffIf, for any reason, you want to contact GitHub Staff, the Community Managers, Administrators, or Moderators of this forum privately, you can use our Support contact form",0
Contacting any member of GitHub Staff via channels other than the forum itself or the Support contact form is strongly discouraged and may be considered a violation of our prohibition against harassment,0
Let's work together to keep the forum a place where people feel safe to participate by being respectful of them and their time,0
"Legal NoticesYes, legalese is boring, but we must protect ourselves – and by extension, you and your data – against unfriendly folks",0
"We have a Terms of Service and Privacy Statement describing your (and our) behavior and rights related to content, privacy, and laws",0
